Movie name,Release Year,Predicted_Label,runtime,genres,belongs_to_collection,budget,revenue,vote_average,vote_count,popularity,production_companies
Donnie Darko,2001,Lingering,113.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 178106, 'name': 'Darko Collection', 'poster_path': '/4Oj6ctBucsLvkbKsQMDaDXXR5cu.jpg', 'backdrop_path': '/hja7IzXp6how8eD1WHriI386TGY.jpg'}",6000000.0,1270522.0,7.7,3574.0,18.303148,"[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Flower Films', 'id': 2214}, {'name': 'Adam Fields Productions', 'id': 3334}]"
American Psycho (2000),2000,Enjoyable,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
Dead Poets Society (1989),1989,Enjoyable,129.0,"[{'id': 18, 'name': 'Drama'}]",,16400000.0,235860116.0,8.1,2786.0,19.905716,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]"
American Psycho (2000),2000,Lingering,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
Scream (1996),1996,Lingering,111.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",14000000.0,173046663.0,7.0,1520.0,13.326443,"[{'name': 'Woods Entertainment', 'id': 979}, {'name': 'Dimension Films', 'id': 7405}]"
The Truman Show (1998),1998,Enjoyable,103.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,60000000.0,264118201.0,7.8,4702.0,13.155901,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}]"
Top Gun,1986,Lingering,110.0,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,15000000.0,356830601.0,6.7,1736.0,20.301019,"[{'name': 'Paramount Pictures', 'id': 4}]"
10 Things I Hate About You,1999,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,53478166.0,7.3,1768.0,12.069966,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]"
Eternal Sunshine of the Spotless Mind (2004),2004,Enjoyable,108.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,20000000.0,72258126.0,7.9,3758.0,12.906327,"[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'This Is That Productions', 'id': 10059}, {'name': 'Focus Features', 'id': 10146}]"
Donnie Darko,2001,Enjoyable,113.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 178106, 'name': 'Darko Collection', 'poster_path': '/4Oj6ctBucsLvkbKsQMDaDXXR5cu.jpg', 'backdrop_path': '/hja7IzXp6how8eD1WHriI386TGY.jpg'}",6000000.0,1270522.0,7.7,3574.0,18.303148,"[{'name': 'Pandora Cinema', 'id': 185}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Flower Films', 'id': 2214}, {'name': 'Adam Fields Productions', 'id': 3334}]"
Chungking Express,1994,Enjoyable,102.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,0.0,0.0,7.9,249.0,6.778979,"[{'name': 'Jet Tone Production', 'id': 540}, {'name': 'The Criterion Collection', 'id': 10932}]"
But I'm a Cheerleader (1999),1999,Enjoyable,85.0,"[{'id': 35, 'name': 'Comedy'}]",,1200000.0,2600000.0,6.5,101.0,4.928139,"[{'name': 'Ignite Entertainment', 'id': 4131}]"
Harry Potter and the Prisoner of Azkaban (2004),2004,Enjoyable,141.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}",130000000.0,789804554.0,7.7,6037.0,28.460276,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Heyday films', 'id': 437}, {'name': 'Warner Bros.', 'id': 6194}]"
Before Sunset,2004,Enjoyable,80.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2700000.0,15992615.0,7.6,734.0,7.048957,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]"
Rear Window (1954),1954,Enjoyable,112.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,1000000.0,36764313.0,8.2,1531.0,17.911314,"[{'name': 'Paramount Pictures', 'id': 4}]"
"Girl, Interrupted (1999)",1999,Enjoyable,127.0,"[{'id': 18, 'name': 'Drama'}]",,40000000.0,0.0,7.6,747.0,8.285062,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': '3 Arts Entertainment', 'id': 787}, {'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'id': 9269}, {'name': 'Red Wagon Entertainment', 'id': 14440}]"
10 Things I Hate About You,1999,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,53478166.0,7.3,1768.0,12.069966,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]"
American Psycho (2000),2000,Enjoyable,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
American Beauty,1999,Enjoyable,122.0,"[{'id': 18, 'name': 'Drama'}]",,15000000.0,356296601.0,7.9,3438.0,20.726578,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Jinks/Cohen Company', 'id': 2721}]"
Before Sunrise,1995,Enjoyable,105.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2500000.0,5535405.0,7.7,984.0,11.304979,"[{'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Bros.', 'id': 6194}]"
Spider-Man (2002),2002,Enjoyable,121.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}",139000000.0,821708551.0,6.8,5398.0,29.413341,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}]"
Psycho,1960,Enjoyable,109.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","{'id': 119674, 'name': 'Psycho Collection', 'poster_path': '/29pDqAgmb4idzWzuZncoT7LZplA.jpg', 'backdrop_path': '/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg'}",806948.0,32000000.0,8.3,2405.0,36.826309,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Shamley Productions', 'id': 10717}]"
American Psycho,2000,Enjoyable,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
Fallen Angels,1995,Lingering,96.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",,0.0,0.0,7.7,113.0,5.470351,"[{'name': 'Jet Tone Production', 'id': 540}, {'name': 'Chan Ye-Cheng', 'id': 22615}]"
But I'm a Cheerleader (1999),1999,Enjoyable,85.0,"[{'id': 35, 'name': 'Comedy'}]",,1200000.0,2600000.0,6.5,101.0,4.928139,"[{'name': 'Ignite Entertainment', 'id': 4131}]"
American Psycho (2000),2000,Forgettable,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
Romeo  Juliet (1996),1996,Enjoyable,120.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,14500000.0,147298761.0,6.7,1406.0,11.774061,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
Lost in Translation,2003,Enjoyable,102.0,"[{'id': 18, 'name': 'Drama'}]",,4000000.0,119723856.0,7.3,1943.0,11.609441,"[{'name': 'American Zoetrope', 'id': 70}]"
Clueless (1995),1995,Lingering,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,12000000.0,0.0,6.9,828.0,9.882383,"[{'name': 'Paramount Pictures', 'id': 4}]"
The Royal Tenenbaums (2001),2001,Lingering,110.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,21000000.0,71441250.0,7.4,1317.0,9.707542,"[{'name': 'Touchstone Pictures', 'id': 9195}]"
Citizen Kane,1941,Enjoyable,119.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",,839727.0,23217674.0,8.0,1244.0,15.811921,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Mercury Productions', 'id': 11447}]"
When Harry Met Sallyâ?¦,1989,Enjoyable,96.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,92823546.0,7.3,974.0,8.34322,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Nelson Entertainment', 'id': 365}]"
American Psycho,2000,Enjoyable,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
Pulp Fiction,1994,Enjoyable,154.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,8000000.0,213928762.0,8.3,8670.0,140.950236,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Jersey Films', 'id': 216}]"
Before Sunrise,1995,Lingering,105.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2500000.0,5535405.0,7.7,984.0,11.304979,"[{'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Bros.', 'id': 6194}]"
"Girl, Interrupted",1999,Enjoyable,127.0,"[{'id': 18, 'name': 'Drama'}]",,40000000.0,0.0,7.6,747.0,8.285062,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': '3 Arts Entertainment', 'id': 787}, {'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'id': 9269}, {'name': 'Red Wagon Entertainment', 'id': 14440}]"
GoodFellas,1990,Enjoyable,145.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,25000000.0,46836394.0,8.2,3211.0,15.424092,"[{'name': 'Winkler Films', 'id': 8880}]"
Requiem for a Dream,2000,Enjoyable,102.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,4500000.0,7390108.0,7.9,2525.0,6.874828,"[{'name': 'Artisan Entertainment', 'id': 2188}]"
10 Things I Hate About You,1999,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,53478166.0,7.3,1768.0,12.069966,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]"
Scream,1996,Enjoyable,111.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",14000000.0,173046663.0,7.0,1520.0,13.326443,"[{'name': 'Woods Entertainment', 'id': 979}, {'name': 'Dimension Films', 'id': 7405}]"
Notting Hill,1999,Enjoyable,124.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,42000000.0,363889678.0,7.0,1309.0,9.874043,"[{'name': 'Bookshop Productions', 'id': 282}, {'name': 'Notting Hill Pictures', 'id': 283}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]"
Fight Club,1999,Enjoyable,139.0,"[{'id': 18, 'name': 'Drama'}]",,63000000.0,100853753.0,8.3,9678.0,63.869599,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Taurus Film', 'id': 20555}, {'name': 'Linson Films', 'id': 54050}, {'name': 'Atman Entertainment', 'id': 54051}, {'name': 'Knickerbocker Films', 'id': 54052}]"
The Virgin Suicides,1999,Forgettable,97.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,6000000.0,10409377.0,7.1,841.0,10.505387,"[{'name': 'American Zoetrope', 'id': 70}]"
Mulholland Drive,2001,Enjoyable,147.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,15000000.0,20117339.0,7.7,1517.0,18.184056,"[{'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Babbo Inc.', 'id': 636}, {'name': 'The Picture Factory', 'id': 637}, {'name': 'Canal+', 'id': 5358}]"
Love Actually,2003,Forgettable,135.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,40000000.0,244931766.0,7.0,1917.0,10.586815,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'DNA Films', 'id': 284}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}]"
Memento,2000,Enjoyable,113.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,9000000.0,39723096.0,8.1,4168.0,15.450789,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Team Todd', 'id': 598}, {'name': 'I Remember Productions', 'id': 34446}]"
Dead Poets Society,1989,Enjoyable,129.0,"[{'id': 18, 'name': 'Drama'}]",,16400000.0,235860116.0,8.1,2786.0,19.905716,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Silver Screen Partners IV', 'id': 10282}]"
Mean Girls,2004,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}]","{'id': 99606, 'name': 'Mean Girls Collection', 'poster_path': '/9XoyvX5uWQRoiz9IodCgUoXLw2V.jpg', 'backdrop_path': None}",17000000.0,129042871.0,6.9,2401.0,11.454835,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Broadway Video', 'id': 1756}, {'name': 'M.G. Films', 'id': 89094}]"
My Neighbor Totoro,1988,Enjoyable,86.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,0.0,0.0,8.0,1730.0,13.507299,"[{'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Nibariki', 'id': 12516}, {'name': 'Tokuma Japan Communications Co. Ltd.', 'id': 12523}]"
Kill Bill: Vol. 1,2003,Enjoyable,111.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","{'id': 2883, 'name': 'Kill Bill Collection', 'poster_path': '/tf1nUtw3LJGUGv1EFFi23iz6ngr.jpg', 'backdrop_path': '/oCLKNACMNrEf4T1EP6BpMXDl5m1.jpg'}",30000000.0,180949000.0,7.7,5091.0,25.261865,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Super Cool ManChu', 'id': 39121}]"
Blade Runner,1982,Enjoyable,117.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","{'id': 422837, 'name': 'Blade Runner Collection', 'poster_path': '/foT46aJ7QPUFDl3CK8ArDl0JaZX.jpg', 'backdrop_path': '/57zhlMYblPute6qb8v16ZmGSPVv.jpg'}",28000000.0,33139618.0,7.9,3833.0,96.272374,"[{'name': 'Shaw Brothers', 'id': 5798}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]"
American Psycho,2000,Enjoyable,102.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","{'id': 86105, 'name': 'American Psycho Collection', 'poster_path': '/ko4O9lcRGYOZAF5Hh79Mfsgjpun.jpg', 'backdrop_path': '/5nrkaUQe4m3FLYJrFPGnkMGeQXD.jpg'}",7000000.0,34266564.0,7.3,2128.0,13.686715,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Edward R. Pressman Film', 'id': 6455}, {'name': 'Muse Productions', 'id': 15231}]"
Reservoir Dogs,1992,Enjoyable,99.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,1200000.0,14661007.0,8.1,3821.0,12.22034,"[{'name': 'Live Entertainment', 'id': 285}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Dog Eat Dog Productions Inc.', 'id': 26198}]"
Fallen Angels,1995,Enjoyable,96.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",,0.0,0.0,7.7,113.0,5.470351,"[{'name': 'Jet Tone Production', 'id': 540}, {'name': 'Chan Ye-Cheng', 'id': 22615}]"
Zoolander,2001,Enjoyable,89.0,"[{'id': 35, 'name': 'Comedy'}]","{'id': 352789, 'name': 'Zoolander Collection', 'poster_path': '/a53tBdjpma78xibq2OGJpMxhrNE.jpg', 'backdrop_path': '/tbWTPL6DiF28qv1OkDDH2gLWE6H.jpg'}",28000000.0,60780981.0,6.1,1363.0,10.40782,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Red Hour Productions', 'id': 2932}, {'name': 'Tenth Planet Productions', 'id': 2933}, {'name': 'VH1 Television', 'id': 10692}, {'name': 'Red Hour Films', 'id': 12178}, {'name': 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'id': 21409}]"
Before Sunrise,1995,Forgettable,105.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2500000.0,5535405.0,7.7,984.0,11.304979,"[{'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Bros.', 'id': 6194}]"
10 Things I Hate About You,1999,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,53478166.0,7.3,1768.0,12.069966,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]"
Clueless,1995,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,12000000.0,0.0,6.9,828.0,9.882383,"[{'name': 'Paramount Pictures', 'id': 4}]"
Mulholland Drive,2001,Enjoyable,147.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,15000000.0,20117339.0,7.7,1517.0,18.184056,"[{'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Babbo Inc.', 'id': 636}, {'name': 'The Picture Factory', 'id': 637}, {'name': 'Canal+', 'id': 5358}]"
The Thing,1982,Enjoyable,109.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 479888, 'name': 'The Thing Collection', 'poster_path': '/9O8LH1fyDNIR26UdtQK4NLGbvLI.jpg', 'backdrop_path': '/lUPruOqjDhZrCKz9Ze2tCufPxHR.jpg'}",15000000.0,19629760.0,7.8,1629.0,16.83125,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Turman-Foster Company', 'id': 662}]"
Scream 3,2000,Enjoyable,116.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",40000000.0,161834276.0,5.7,749.0,9.738371,"[{'name': 'Konrad Pictures', 'id': 85}, {'name': 'Craven-Maddalena Films', 'id': 1600}, {'name': 'Dimension Films', 'id': 7405}]"
Possession,1981,Enjoyable,123.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",,0.0,0.0,6.9,153.0,10.505671,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Oliane Productions', 'id': 1060}, {'name': 'Marianne Productions', 'id': 1497}]"
The Truman Show,1998,Enjoyable,103.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,60000000.0,264118201.0,7.8,4702.0,13.155901,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}]"
The Lord of the Rings: The Fellowship of the Ring,2001,Lingering,178.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",93000000.0,871368364.0,8.0,8892.0,32.070725,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]"
Clue,1985,Enjoyable,94.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,15000000.0,14643997.0,7.1,377.0,7.720009,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Debra Hill Productions', 'id': 498}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'The Guber-Peters Company', 'id': 4357}]"
When Harry Met Sallyâ?¦,1989,Enjoyable,96.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,92823546.0,7.3,974.0,8.34322,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Nelson Entertainment', 'id': 365}]"
The Shawshank Redemption,1994,Lingering,142.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,25000000.0,28341469.0,8.5,8358.0,51.645403,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Warner Bros.', 'id': 6194}]"
